File Name	Subject Description	Motion Description	KeyWords	Number of Frames	Frame Rate	Length (s)
79_46.amc	actor everyday activities	bear	[]	539	60	8.983333333333333
79_47.amc	actor everyday activities	chicken	[]	513	60	8.55
79_48.amc	actor everyday activities	elephant	[]	525	60	8.75
79_49.amc	actor everyday activities	monkey	[]	432	60	7.2
79_50.amc	actor everyday activities	mouse	[]	305	60	5.083333333333333
79_51.amc	actor everyday activities	chipmunk	[]	355	60	5.916666666666667
79_52.amc	actor everyday activities	prairie dog	[]	373	60	6.216666666666667
79_53.amc	actor everyday activities	dog	[]	310	60	5.166666666666667
79_54.amc	actor everyday activities	snake	[]	485	60	8.083333333333334
79_55.amc	actor everyday activities	sweeping	[]	266	60	4.433333333333334
79_56.amc	actor everyday activities	T-rex	[]	357	60	5.95
79_57.amc	actor everyday activities	fish	[]	402	60	6.7
79_58.amc	actor everyday activities	bird	[]	353	60	5.883333333333334
79_59.amc	actor everyday activities	cat	[]	353	60	5.883333333333334
79_60.amc	actor everyday activities	chicken	[]	333	60	5.55
79_61.amc	actor everyday activities	cow	[]	454	60	7.566666666666666
79_62.amc	actor everyday activities	chicken	[]	351	60	5.85
79_63.amc	actor everyday activities	tiger	[]	454	60	7.566666666666666
79_64.amc	actor everyday activities	penguin	[]	448	60	7.466666666666667
79_65.amc	actor everyday activities	horse	[]	271	60	4.516666666666667
79_66.amc	actor everyday activities	movie and trial dont match	[]	299	60	4.983333333333333
79_67.amc	actor everyday activities	no movie	[]	525	60	8.75
79_68.amc	actor everyday activities	cold	[]	491	60	8.183333333333334
79_69.amc	actor everyday activities	very happy	[]	340	60	5.666666666666667
79_70.amc	actor everyday activities	laughing	[]	317	60	5.283333333333333
79_71.amc	actor everyday activities	sad	[]	449	60	7.483333333333333
79_72.amc	actor everyday activities	crying	[]	396	60	6.6
79_73.amc	actor everyday activities	scared	[]	369	60	6.15
79_74.amc	actor everyday activities	upset	[]	385	60	6.416666666666667
79_75.amc	actor everyday activities	channel surfing	[]	537	60	8.95
79_76.amc	actor everyday activities	driving	[]	522	60	8.7
79_77.amc	actor everyday activities	vacuuming	[]	476	60	7.933333333333334
79_78.amc	actor everyday activities	taking a movie	[]	528	60	8.8
79_79.amc	actor everyday activities	putting on headphones	[]	350	60	5.833333333333333
79_80.amc	actor everyday activities	using a palm pilot	[]	410	60	6.833333333333333
79_81.amc	actor everyday activities	brushing teeth	[]	391	60	6.516666666666667
79_82.amc	actor everyday activities	putting on deoderant	[]	319	60	5.316666666666666
79_83.amc	actor everyday activities	shaving	[]	498	60	8.3
79_84.amc	actor everyday activities	combing hair	[]	364	60	6.066666666666666
79_85.amc	actor everyday activities	typing on a laptop	[]	436	60	7.266666666666667
79_86.amc	actor everyday activities	shooting bow and arrow	[]	283	60	4.716666666666667
79_87.amc	actor everyday activities	raking	[]	329	60	5.483333333333333
79_88.amc	actor everyday activities	swatting at a fly	[]	377	60	6.283333333333333
79_89.amc	actor everyday activities	holding a baby	[]	368	60	6.133333333333334
79_90.amc	actor everyday activities	washing	[]	565	60	9.416666666666666
79_91.amc	actor everyday activities	football	[]	207	60	3.45
79_92.amc	actor everyday activities	frisbee	[]	265	60	4.416666666666667
79_93.amc	actor everyday activities	weight lifting	[]	473	60	7.883333333333334
79_94.amc	actor everyday activities	flexing	[]	389	60	6.483333333333333
79_95.amc	actor everyday activities	rowing	[]	393	60	6.55
79_96.amc	actor everyday activities	shooting a gun	[]	232	60	3.8666666666666667
80_01.amc	assorted motions	shaking hands	[]	353	60	5.883333333333334
80_02.amc	assorted motions	chopping onions	[]	292	60	4.866666666666666
80_03.amc	assorted motions	shooting a gun	[]	274	60	4.566666666666666
80_04.amc	assorted motions	sewing	[]	458	60	7.633333333333334
80_05.amc	assorted motions	digging a hole	[]	482	60	8.033333333333333
80_06.amc	assorted motions	paying for something	[]	400	60	6.666666666666667
80_07.amc	assorted motions	hanging picture	[]	648	60	10.8
80_08.amc	assorted motions	picking up something	[]	365	60	6.083333333333333
80_09.amc	assorted motions	planting a flower	[]	631	60	10.516666666666667
80_10.amc	assorted motions	boxing	[]	321	60	5.35
80_11.amc	assorted motions	putting on a sweater	[]	292	60	4.866666666666666
80_12.amc	assorted motions	fishing	[]	670	60	11.166666666666666
80_13.amc	assorted motions	drumming	[]	422	60	7.033333333333333
80_14.amc	assorted motions	teaching	[]	722	60	12.033333333333333
80_15.amc	assorted motions	putting on a coat	[]	514	60	8.566666666666666
80_16.amc	assorted motions	mixing batter	[]	524	60	8.733333333333333
80_17.amc	assorted motions	hand mixing dough	[]	598	60	9.966666666666667
80_18.amc	assorted motions	vacuuming	[]	629	60	10.483333333333333
80_19.amc	assorted motions	pushing broom	[]	759	60	12.65
80_20.amc	assorted motions	planting	[]	841	60	14.016666666666667
80_21.amc	assorted motions	pushing swing	[]	582	60	9.7
80_22.amc	assorted motions	putting on a hat	[]	438	60	7.3
80_23.amc	assorted motions	putting on a skirt	[]	425	60	7.083333333333333
80_24.amc	assorted motions	eating	[]	742	60	12.366666666666667
80_25.amc	assorted motions	answering a phone	[]	460	60	7.666666666666667
80_26.amc	assorted motions	dialing phone	[]	513	60	8.55
80_27.amc	assorted motions	setting glass of water	[]	452	60	7.533333333333333
80_28.amc	assorted motions	drinking and smoking	[]	508	60	8.466666666666667
80_29.amc	assorted motions	chugging	[]	468	60	7.8
80_30.amc	assorted motions	range of motion	[]	1078	60	17.966666666666665
80_31.amc	assorted motions	making coffee	[]	649	60	10.816666666666666
80_32.amc	assorted motions	slicing	[]	672	60	11.2
80_33.amc	assorted motions	eating soup	[]	806	60	13.433333333333334
80_34.amc	assorted motions	rake leaves	[]	869	60	14.483333333333333
80_35.amc	assorted motions	putting on headphones	[]	809	60	13.483333333333333
80_36.amc	assorted motions	violin	[]	703	60	11.716666666666667
80_37.amc	assorted motions	TV	[]	1120	60	18.666666666666668
80_38.amc	assorted motions	driving	[]	1027	60	17.116666666666667
80_39.amc	assorted motions		[]	759	60	12.65
80_40.amc	assorted motions	drinking from bottle	[]	380	60	6.333333333333333
80_41.amc	assorted motions	freezing	[]	443	60	7.383333333333334
80_42.amc	assorted motions	freezing	[]	514	60	8.566666666666666
80_43.amc	assorted motions	happy	[]	407	60	6.783333333333333
80_44.amc	assorted motions	laughing	[]	387	60	6.45
80_45.amc	assorted motions	crying	[]	668	60	11.133333333333333
80_46.amc	assorted motions	crying	[]	662	60	11.033333333333333
80_47.amc	assorted motions		[]	417	60	6.95
80_48.amc	assorted motions	arguing	[]	478	60	7.966666666666667
80_49.amc	assorted motions	gorilla	[]	777	60	12.95
80_50.amc	assorted motions	cleaning window	[]	521	60	8.683333333333334
80_51.amc	assorted motions	chicken	[]	625	60	10.416666666666666
80_52.amc	assorted motions	dog	[]	654	60	10.9
80_53.amc	assorted motions	elephant	[]	752	60	12.533333333333333
80_54.amc	assorted motions	monkey	[]	677	60	11.283333333333333
80_55.amc	assorted motions	mouse	[]	572	60	9.533333333333333
80_56.amc	assorted motions	chip monk	[]	287	60	4.783333333333333
80_57.amc	assorted motions	prairie dog	[]	674	60	11.233333333333333
80_58.amc	assorted motions	snake	[]	979	60	16.316666666666666
80_59.amc	assorted motions	panther	[]	640	60	10.666666666666666
80_60.amc	assorted motions		[]	857	60	14.283333333333333
80_61.amc	assorted motions	sweeping	[]	440	60	7.333333333333333
80_62.amc	assorted motions	bird	[]	953	60	15.883333333333333
80_63.amc	assorted motions	chicken	[]	946	60	15.766666666666667
80_64.amc	assorted motions	cat	[]	1014	60	16.9
80_65.amc	assorted motions	fish	[]	756	60	12.6
80_66.amc	assorted motions		[]	862	60	14.366666666666667
80_67.amc	assorted motions		[]	897	60	14.95
80_68.amc	assorted motions		[]	1155	60	19.25
80_69.amc	assorted motions	painting	[]	1783	60	29.716666666666665
80_70.amc	assorted motions	piano	[]	749	60	12.483333333333333
80_71.amc	assorted motions	chopping wood	[]	452	60	7.533333333333333
80_72.amc	assorted motions	swimming	[]	452	60	7.533333333333333
80_73.amc	assorted motions	shaking hands	[]	328	60	5.466666666666667
81_01.amc	pushing a box; jumping off a ledge; walks	fix hair and walk forward	['walk']	521	120	4.341666666666667
81_02.amc	pushing a box; jumping off a ledge; walks	walk forward	['walk']	226	120	1.8833333333333333
81_03.amc	pushing a box; jumping off a ledge; walks	walk	['walk']	447	120	3.725
81_04.amc	pushing a box; jumping off a ledge; walks	walk at a brisk pace	['walk']	400	120	3.3333333333333335
81_05.amc	pushing a box; jumping off a ledge; walks	push heavy object	[]	567	120	4.725
81_06.amc	pushing a box; jumping off a ledge; walks	push heavy box	[]	530	120	4.416666666666667
81_07.amc	pushing a box; jumping off a ledge; walks	pull heavy object	[]	503	120	4.191666666666666
81_08.amc	pushing a box; jumping off a ledge; walks	drag heavy object	[]	574	120	4.783333333333333
81_09.amc	pushing a box; jumping off a ledge; walks	drag heavy object	[]	581	120	4.841666666666667
81_10.amc	pushing a box; jumping off a ledge; walks	push object that is high in air	[]	742	120	6.183333333333334
81_11.amc	pushing a box; jumping off a ledge; walks	push object that is high in air	[]	703	120	5.858333333333333
81_12.amc	pushing a box; jumping off a ledge; walks	jump backwards off ledge	['jump']	208	120	1.7333333333333334
81_13.amc	pushing a box; jumping off a ledge; walks	jump backwards off ledge	['jump']	267	120	2.225
81_14.amc	pushing a box; jumping off a ledge; walks	climb backwards off ledge	['climb']	870	120	7.25
81_15.amc	pushing a box; jumping off a ledge; walks	climb backwards off ledge	['climb']	844	120	7.033333333333333
81_16.amc	pushing a box; jumping off a ledge; walks		[]	3	120	0.025
81_17.amc	pushing a box; jumping off a ledge; walks	walk forward	['walk']	381	120	3.175
81_18.amc	pushing a box; jumping off a ledge; walks	adjust hair walk forward	['walk']	478	120	3.9833333333333334
82_01.amc	jumping; pushing; emotional walks	Static pose	[]	3	120	0.025
82_02.amc	jumping; pushing; emotional walks	Jump off ledge	[]	752	120	6.266666666666667
82_03.amc	jumping; pushing; emotional walks	Jump off ledge	[]	790	120	6.583333333333333
82_04.amc	jumping; pushing; emotional walks	Jump off ledge	[]	377	120	3.1416666666666666
82_05.amc	jumping; pushing; emotional walks	sitting on ground relaxing	['sit']	935	120	7.791666666666667
82_06.amc	jumping; pushing; emotional walks	Pushing on heavy object	[]	454	120	3.783333333333333
82_07.amc	jumping; pushing; emotional walks	Pushing on heavy object	[]	498	120	4.15
82_08.amc	jumping; pushing; emotional walks	stand still; casual walk forward	['stand', 'walk']	707	120	5.891666666666667
82_09.amc	jumping; pushing; emotional walks	confident walk forward	['walk']	537	120	4.475
82_10.amc	jumping; pushing; emotional walks	sad walk forward	['walk']	234	120	1.95
82_11.amc	jumping; pushing; emotional walks	normal walk forward	['walk']	289	120	2.408333333333333
82_12.amc	jumping; pushing; emotional walks	happy or fast walk forward	['walk']	167	120	1.3916666666666666
82_13.amc	jumping; pushing; emotional walks	normal walk forward	['walk']	171	120	1.425
82_14.amc	jumping; pushing; emotional walks	walk forward and slow down	['walk']	377	120	3.1416666666666666
82_15.amc	jumping; pushing; emotional walks	walk forward and turn sideways	['turn', 'walk']	297	120	2.475
82_16.amc	jumping; pushing; emotional walks	bang on high object	[]	555	120	4.625
82_17.amc	jumping; pushing; emotional walks	bang on high object	[]	657	120	5.475
82_18.amc	jumping; pushing; emotional walks	static pose	[]	3	120	0.025
83_01.amc	steps	large sidestep to right	[]	263	120	2.191666666666667
83_02.amc	steps	sidestep to the right and up a ledge	[]	151	120	1.2583333333333333
83_03.amc	steps	large step to a short ledge	[]	278	120	2.316666666666667
83_04.amc	steps	large sidestep to right	[]	194	120	1.6166666666666667
83_05.amc	steps	very large sidestep to right	[]	202	120	1.6833333333333333
83_06.amc	steps	very large sidestep to right and down	[]	166	120	1.3833333333333333
83_07.amc	steps	short sidestep to right and down	[]	175	120	1.4583333333333333
83_08.amc	steps	medium step forward and down	[]	192	120	1.6
83_09.amc	steps	short step forward and down	[]	187	120	1.5583333333333333
83_10.amc	steps	medium step forward and down	[]	199	120	1.6583333333333334
83_11.amc	steps	static pose	[]	40	120	0.3333333333333333
83_12.amc	steps	medium sidestep to right and down	[]	211	120	1.7583333333333333
83_13.amc	steps	large sidestep to right	[]	210	120	1.75
83_14.amc	steps	short sidestep to left and down	[]	178	120	1.4833333333333334
83_15.amc	steps	short step forward	[]	217	120	1.8083333333333333
83_16.amc	steps	medium sidestep to left and down	[]	212	120	1.7666666666666666
83_17.amc	steps	medium step to left and down	[]	217	120	1.8083333333333333
83_18.amc	steps	short step to left and forward	[]	193	120	1.6083333333333334
83_19.amc	steps	medium sidestep to left	[]	211	120	1.7583333333333333
83_20.amc	steps	medium step forward	[]	217	120	1.8083333333333333
83_21.amc	steps	large step to left and forward	[]	215	120	1.7916666666666667
83_22.amc	steps	stretching	[]	2237	120	18.641666666666666
83_23.amc	steps	short sidestep to left and up	[]	225	120	1.875
83_24.amc	steps	medium step to left and up	[]	221	120	1.8416666666666666
83_25.amc	steps	short step forward and up	[]	225	120	1.875
83_26.amc	steps	medium step to left, forward, and up	[]	217	120	1.8083333333333333
83_27.amc	steps	walk forward stepping up stairs	['walk']	409	120	3.408333333333333
83_28.amc	steps	walk forward stepping up stairs	['walk']	387	120	3.225
83_29.amc	steps	walk forward stepping up stairs	['walk']	394	120	3.283333333333333
83_30.amc	steps	walk forward stepping up stairs	['walk']	420	120	3.5
83_31.amc	steps	walk forward stepping up stairs	['walk']	389	120	3.2416666666666667
83_32.amc	steps	walk forward stepping up stairs	['walk']	433	120	3.6083333333333334
83_33.amc	steps	sidestep to right then back to left	[]	537	120	4.475
83_34.amc	steps	walk forward and up stairs	['walk']	402	120	3.35
83_35.amc	steps	walk forward and stepping up stairs	['walk']	436	120	3.6333333333333333
83_36.amc	steps	walk forward turn 90 degrees left walk forward	['turn', 'walk']	442	120	3.683333333333333
83_37.amc	steps	walk forward turn 90 degrees right walk forward	['turn', 'walk']	398	120	3.316666666666667
83_38.amc	steps	walk forward turn 90 degrees left walk forward	['turn', 'walk']	418	120	3.4833333333333334
83_39.amc	steps	walk forward turn 90 degrees right walk forward	['turn', 'walk']	404	120	3.3666666666666667
83_40.amc	steps	hop forward	[]	220	120	1.8333333333333333
83_41.amc	steps	hop forward	[]	195	120	1.625
83_42.amc	steps	long jump forward	['jump']	224	120	1.8666666666666667
83_43.amc	steps	long jump forward	['jump']	248	120	2.066666666666667
83_44.amc	steps	medium step forward	[]	275	120	2.2916666666666665
83_45.amc	steps	hop forward	[]	205	120	1.7083333333333333
83_46.amc	steps	medium hop forward	[]	208	120	1.7333333333333334
83_47.amc	steps	long jump forward	['jump']	258	120	2.15
83_48.amc	steps	short hop forward	[]	184	120	1.5333333333333334
83_49.amc	steps	medium hop forward	[]	189	120	1.575
83_50.amc	steps	long jump forward	['jump']	219	120	1.825
83_51.amc	steps	hop turn 90 degrees left in air	['turn']	245	120	2.0416666666666665
83_52.amc	steps	hop turn 90 degrees left in air	['turn']	211	120	1.7583333333333333
83_53.amc	steps	hop turn 90 degrees left in air	['turn']	224	120	1.8666666666666667
83_54.amc	steps	hop turn 180 degrees left in air	['turn']	174	120	1.45
83_55.amc	steps	medium sidestep to right	[]	306	120	2.55
83_56.amc	steps	hop turn left 180 degrees in air	['turn']	208	120	1.7333333333333334
83_57.amc	steps	hop turn left 180 degrees in air	['turn']	170	120	1.4166666666666667
83_58.amc	steps	hop turn left 270 degrees in air	['turn']	151	120	1.2583333333333333
83_59.amc	steps	hop turn left 270 degrees in air	['turn']	250	120	2.0833333333333335
83_60.amc	steps	hop turn left 270 degrees in air	['turn']	168	120	1.4
83_61.amc	steps	hop turn 360 degrees left in air	['turn']	209	120	1.7416666666666667
83_62.amc	steps	hop turn left 360 degrees in air	['turn']	197	120	1.6416666666666666
83_63.amc	steps	large sidestep to right and forward	[]	285	120	2.375
83_64.amc	steps	hop and turn right 360 degrees in air	['turn']	240	120	2.0
83_65.amc	steps	hop and turn right 360 degrees in air	['turn']	166	120	1.3833333333333333
83_66.amc	steps	short sidestep to right	[]	279	120	2.325
83_67.amc	steps	short sidestep to the right	[]	280	120	2.3333333333333335
83_68.amc	steps	medium sidestep to right	[]	274	120	2.283333333333333
85_01.amc	jumps; flips; breakdance	JumpTwist	[]	415	120	3.4583333333333335
85_02.amc	jumps; flips; breakdance	JumpTwist	[]	337	120	2.808333333333333
85_03.amc	jumps; flips; breakdance	UpRightSequence	[]	1351	120	11.258333333333333
85_04.amc	jumps; flips; breakdance	FancyFootWork	[]	1064	120	8.866666666666667
85_05.amc	jumps; flips; breakdance	HandStandKicks	[]	680	120	5.666666666666667
85_06.amc	jumps; flips; breakdance	KickFlip	[]	395	120	3.2916666666666665
85_07.amc	jumps; flips; breakdance	KickFlipStumble	[]	399	120	3.325
85_08.amc	jumps; flips; breakdance	Helicopter	[]	422	120	3.5166666666666666
85_09.amc	jumps; flips; breakdance	motorcycle pose	[]	105	120	0.875
85_10.amc	jumps; flips; breakdance	EndofBreakDance	[]	322	120	2.683333333333333
85_11.amc	jumps; flips; breakdance	UpRightSequence	[]	750	120	6.25
85_12.amc	jumps; flips; breakdance	LongSequenceGood	[]	1874	120	15.616666666666667
85_13.amc	jumps; flips; breakdance	BadStartSequnce	[]	602	120	5.016666666666667
85_14.amc	jumps; flips; breakdance	BreakSequencewithFlips	[]	1236	120	10.3
85_15.amc	jumps; flips; breakdance	90TwistsFall	[]	551	120	4.591666666666667
86_01.amc	sports and various activities	jumps kicks and punches	['jump', 'kick', 'punch']	1907	120	15.891666666666667
86_02.amc	sports and various activities	walk, squats, run, stretch, jumps, punches, and drinking	['jump', 'punch', 'run', 'walk']	4423	120	36.858333333333334
86_03.amc	sports and various activities	walking, running, jumping, kicking, and stretching	['jump', 'kick', 'run', 'walk']	3500	120	29.166666666666668
86_04.amc	sports and various activities	walking, stretching, punching, chopping, and drinking	['punch', 'walk']	4198	120	34.983333333333334
86_05.amc	sports and various activities	walking, jumping, jumping jacks,  jumping on one foot, punching, chopping,	['jump', 'punch', 'walk']	3474	120	28.95
86_06.amc	sports and various activities	walking, running, kicking, punching, knee kicking, and stretching	['kick', 'punch', 'run', 'walk']	4140	120	34.5
86_07.amc	sports and various activities	walking, swinging arms, stretching, jumping on one leg, and jumping	['jump', 'walk']	3625	120	30.208333333333332
86_08.amc	sports and various activities	walking, squats, stretching, kicking, and punching	['kick', 'punch', 'walk']	3835	120	31.958333333333332
86_09.amc	sports and various activities	walking, sitting, looking, stand up	['sit', 'stand', 'walk']	1997	120	16.641666666666666
86_10.amc	sports and various activities	walk around, sit, stand up, and running	['run', 'sit', 'stand', 'walk']	3159	120	26.325
86_11.amc	sports and various activities	walking, stretching, walking and turning	['turn', 'walk']	2363	120	19.691666666666666
86_12.amc	sports and various activities	walking, dragging, sweeping, dustpan, wipe window, and wipe mirror	['walk']	3689	120	30.741666666666667
86_13.amc	sports and various activities	walking around, walk up ladder, step down ladder	['walk']	2591	120	21.591666666666665
86_14.amc	sports and various activities	bouncing basketball, shooting basketball, dribble basketball, two handed dribble	[]	2522	120	21.016666666666666
86_15.amc	sports and various activities	walking, sitting, hand motions	['sit', 'walk']	2954	120	24.616666666666667
87_01.amc	acrobatics	Jump with kick and spin	['kick']	256	60	4.266666666666667
87_02.amc	acrobatics	T-Pose	[]	142	60	2.3666666666666667
87_03.amc	acrobatics	Backflip	[]	102	60	1.7
87_04.amc	acrobatics	backflip	[]	89	60	1.4833333333333334
87_05.amc	acrobatics	cartwheels	[]	212	60	3.533333333333333
88_01.amc	acrobatics	backflip	[]	83	60	1.3833333333333333
88_02.amc	acrobatics	backflips, jump onto platform, handstands, vertical pushups	['jump', 'stand']	1386	60	23.1
88_03.amc	acrobatics	motorcycle pose	[]	147	60	2.45
88_04.amc	acrobatics	stretches, cartwheels, flips, spin kicks, spins, and fall	['kick']	516	60	8.6
88_05.amc	acrobatics	cartwheel into backflip	[]	61	60	1.0166666666666666
88_06.amc	acrobatics	jump and spin kick	['jump', 'kick']	95	60	1.5833333333333333
88_07.amc	acrobatics	cartwheel	[]	64	60	1.0666666666666667
88_08.amc	acrobatics	crouch and flip backward on hands	[]	120	60	2.0
88_09.amc	acrobatics	stretch and cartwheel	[]	156	60	2.6
88_10.amc	acrobatics	stretch and spin	[]	194	60	3.2333333333333334
88_11.amc	acrobatics	stretches and jumps	['jump']	844	60	14.066666666666666
89_01.amc	acrobatics	balance object on forehead	[]	955	60	15.916666666666666
89_02.amc	acrobatics	motorcycle pose	[]	97	60	1.6166666666666667
89_03.amc	acrobatics	flip and stand on one hand	['stand']	112	60	1.8666666666666667
89_04.amc	acrobatics	spins, flips, stand on one hand	['stand']	798	60	13.3
89_05.amc	acrobatics	spin upside down, handstand, flips	['stand']	1853	60	30.883333333333333
89_06.amc	acrobatics	balance beam	[]	1707	60	28.45
90_01.amc	cartwheels; acrobatics; dances	bkwd summersult	[]	328	120	2.7333333333333334
90_02.amc	cartwheels; acrobatics; dances	cartwheel	[]	325	120	2.7083333333333335
90_03.amc	cartwheels; acrobatics; dances	cartwheel	[]	367	120	3.058333333333333
90_04.amc	cartwheels; acrobatics; dances	cartwheel	[]	290	120	2.4166666666666665
90_05.amc	cartwheels; acrobatics; dances	jump kick	['jump', 'kick']	213	120	1.775
90_06.amc	cartwheels; acrobatics; dances	jump kick	['jump', 'kick']	259	120	2.158333333333333
90_07.amc	cartwheels; acrobatics; dances	jump kick	['jump', 'kick']	372	120	3.1
90_08.amc	cartwheels; acrobatics; dances	side flip	[]	139	120	1.1583333333333334
90_09.amc	cartwheels; acrobatics; dances	Flip forward onto hands and back again	[]	126	120	1.05
90_11.amc	cartwheels; acrobatics; dances	hand spring	[]	74	120	0.6166666666666667
90_12.amc	cartwheels; acrobatics; dances	bck flp twst fall	[]	343	120	2.8583333333333334
90_13.amc	cartwheels; acrobatics; dances	bck flp twst fall	[]	386	120	3.216666666666667
90_14.amc	cartwheels; acrobatics; dances	front hand flip	[]	348	120	2.9
90_15.amc	cartwheels; acrobatics; dances	front hand flip	[]	495	120	4.125
90_16.amc	cartwheels; acrobatics; dances	fall on face	[]	301	120	2.5083333333333333
90_17.amc	cartwheels; acrobatics; dances	BannanaPeelSlip	[]	251	120	2.091666666666667
90_18.amc	cartwheels; acrobatics; dances	RugPullFall	[]	163	120	1.3583333333333334
90_19.amc	cartwheels; acrobatics; dances	monkey backflip	[]	432	120	3.6
90_20.amc	cartwheels; acrobatics; dances	monkey sequence	[]	740	120	6.166666666666667
90_21.amc	cartwheels; acrobatics; dances	monkey sequence	[]	564	120	4.7
90_22.amc	cartwheels; acrobatics; dances	straight walk	['walk']	287	120	2.3916666666666666
90_23.amc	cartwheels; acrobatics; dances	straight walk	['walk']	494	120	4.116666666666666
90_24.amc	cartwheels; acrobatics; dances	ball mount	[]	327	120	2.725
90_25.amc	cartwheels; acrobatics; dances	fwd ball walk	['walk']	527	120	4.391666666666667
90_26.amc	cartwheels; acrobatics; dances	fwd ball walk	['walk']	595	120	4.958333333333333
90_27.amc	cartwheels; acrobatics; dances	bwk ball walk	['walk']	509	120	4.241666666666666
90_28.amc	cartwheels; acrobatics; dances	breakdance	['dance']	320	120	2.6666666666666665
90_29.amc	cartwheels; acrobatics; dances	sequesnce	[]	617	120	5.141666666666667
90_30.amc	cartwheels; acrobatics; dances	russian dance	['dance']	596	120	4.966666666666667
90_31.amc	cartwheels; acrobatics; dances	russian dance	['dance']	407	120	3.3916666666666666
90_32.amc	cartwheels; acrobatics; dances	moonwalk	['walk']	300	120	2.5
90_33.amc	cartwheels; acrobatics; dances	arm up wide leg roll	[]	372	120	3.1
90_34.amc	cartwheels; acrobatics; dances	wide leg roll	[]	349	120	2.908333333333333
90_35.amc	cartwheels; acrobatics; dances	wide leg roll	[]	289	120	2.408333333333333
90_36.amc	cartwheels; acrobatics; dances	wide leg roll	[]	273	120	2.275
91_01.amc	walks and turns	Walk digital figure eight	[]	1140	120	9.5
91_02.amc	walks and turns	WalkStraight	[]	727	120	6.058333333333334
91_03.amc	walks and turns	Walk figure eight	[]	776	120	6.466666666666667
91_04.amc	walks and turns	Walking	[]	900	120	7.5
91_05.amc	walks and turns	Mummy Walk	[]	1124	120	9.366666666666667
91_06.amc	walks and turns	Motorcycle Pose	[]	56	120	0.4666666666666667
91_07.amc	walks and turns	mummy8	[]	1075	120	8.958333333333334
91_08.amc	walks and turns	mummyDigital8	[]	1654	120	13.783333333333333
91_09.amc	walks and turns	DrunkWalk	['run']	2250	120	18.75
91_10.amc	walks and turns	SlowWalk	[]	1322	120	11.016666666666667
91_11.amc	walks and turns	LavishWalk	[]	775	120	6.458333333333333
91_12.amc	walks and turns	TooCoolWalk	[]	925	120	7.708333333333333
91_13.amc	walks and turns	SadWalk	[]	1232	120	10.266666666666667
91_14.amc	walks and turns	DepressedWalk	[]	1153	120	9.608333333333333
91_15.amc	walks and turns	ClumsyWalk	[]	1287	120	10.725
91_16.amc	walks and turns	Limp	[]	787	120	6.558333333333334
91_17.amc	walks and turns	QuickWalk	[]	632	120	5.266666666666667
91_18.amc	walks and turns	CarefulWalk LookingAround	[]	1400	120	11.666666666666666
91_19.amc	walks and turns	March	[]	784	120	6.533333333333333
91_20.amc	walks and turns	ShyWalk	[]	1155	120	9.625
91_21.amc	walks and turns	acheyWalk	[]	1612	120	13.433333333333334
91_22.amc	walks and turns	CasualQuickWalk	[]	877	120	7.308333333333334
91_23.amc	walks and turns	CoolWalk	[]	1111	120	9.258333333333333
91_24.amc	walks and turns	HurtLegWalk	[]	1584	120	13.2
91_25.amc	walks and turns	DragBadLegWalk	[]	1306	120	10.883333333333333
91_26.amc	walks and turns	HurtStomachWalk	[]	867	120	7.225
91_27.amc	walks and turns	SlowWalk	[]	1205	120	10.041666666666666
91_28.amc	walks and turns	GhettoWalk	[]	1377	120	11.475
91_29.amc	walks and turns	NormalWalk	[]	908	120	7.566666666666666
91_30.amc	walks and turns	SexyWalk	[]	1307	120	10.891666666666667
91_31.amc	walks and turns	NormalWalk	[]	829	120	6.908333333333333
91_32.amc	walks and turns	ScaredWalk	[]	1551	120	12.925
91_33.amc	walks and turns	MachoWalk	[]	1123	120	9.358333333333333
91_34.amc	walks and turns	NormalWalk	[]	919	120	7.658333333333333
91_35.amc	walks and turns	TrafficWalk	[]	1271	120	10.591666666666667
91_36.amc	walks and turns	WalkStraight	[]	369	120	3.075
91_37.amc	walks and turns	Forward	[]	130	120	1.0833333333333333
91_38.amc	walks and turns	SmallForward	[]	190	120	1.5833333333333333
91_39.amc	walks and turns	JumpForward	[]	185	120	1.5416666666666667
91_40.amc	walks and turns	JumpForward	[]	195	120	1.625
91_41.amc	walks and turns	JumpForward	[]	209	120	1.7416666666666667
91_42.amc	walks and turns	JumpForward	[]	232	120	1.9333333333333333
91_43.amc	walks and turns	JumpSmallForward	[]	94	120	0.7833333333333333
91_44.amc	walks and turns	JumpSmallForward	[]	140	120	1.1666666666666667
91_45.amc	walks and turns	JumpForward	[]	154	120	1.2833333333333334
91_46.amc	walks and turns	Jump Turn	[]	133	120	1.1083333333333334
91_47.amc	walks and turns	Jump Turn	[]	195	120	1.625
91_48.amc	walks and turns	JumpTurn	[]	182	120	1.5166666666666666
91_49.amc	walks and turns	Jump Turn	[]	200	120	1.6666666666666667
91_50.amc	walks and turns	JumpTurn	[]	275	120	2.2916666666666665
91_51.amc	walks and turns	FurtherJumpTurn	[]	201	120	1.675
91_52.amc	walks and turns	SmallJumpTurn	[]	211	120	1.7583333333333333
91_53.amc	walks and turns	180 degree jump	['jump']	230	120	1.9166666666666667
91_54.amc	walks and turns	180	[]	282	120	2.35
91_55.amc	walks and turns	180	[]	194	120	1.6166666666666667
91_56.amc	walks and turns	90	[]	207	120	1.725
91_57.amc	walks and turns	WalkForward	[]	490	120	4.083333333333333
